@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
390,'2018/02/15 22:47:23:673',1,-3,-3,0.09,1,0.14
391,'2018/02/15 22:47:23:690',1,-2,-2,0.09,1,0.14
392,'2018/02/15 22:47:23:706',1,-1,-1,0.09,1,0.14
393,'2018/02/15 22:47:23:722',1,-2,-2,0.09,1,0.14
394,'2018/02/15 22:47:23:739',1,-3,-3,0.09,1,0.14
395,'2018/02/15 22:47:23:757',1,-2,-2,0.09,1,0.14
396,'2018/02/15 22:47:23:773',1,-4,-4,0.09,1,0.14
397,'2018/02/15 22:47:23:792',1,-4,-4,0.09,1,0.14
398,'2018/02/15 22:47:23:808',1,-6,-6,0.09,1,0.14
399,'2018/02/15 22:47:23:824',1,-1,-1,0.09,1,0.14
400,'2018/02/15 22:47:23:841',1,-3,-3,0.09,1,0.14
401,'2018/02/15 22:47:23:857',1,-2,-2,0.09,1,0.14
402,'2018/02/15 22:47:23:874',1,-2,-2,0.09,1,0.14
403,'2018/02/15 22:47:23:890',1,-2,-2,0.09,1,0.14
404,'2018/02/15 22:47:23:907',1,-2,-2,0.09,1,0.14
405,'2018/02/15 22:47:23:923',1,-4,-4,0.09,1,0.14
406,'2018/02/15 22:47:23:940',1,-1,-1,0.09,1,0.14
407,'2018/02/15 22:47:23:958',1,-1,-1,0.09,1,0.14
408,'2018/02/15 22:47:23:975',1,-3,-3,0.09,1,0.14
409,'2018/02/15 22:47:23:991',1,-3,-3,0.09,1,0.14
410,'2018/02/15 22:47:24:006',1,-2,-2,0.09,1,0.14
411,'2018/02/15 22:47:24:024',1,-2,-2,0.09,1,0.14
412,'2018/02/15 22:47:24:040',1,-3,-3,0.09,1,0.14
413,'2018/02/15 22:47:24:059',1,-2,-2,0.09,1,0.14
414,'2018/02/15 22:47:24:075',1,-3,-3,0.09,1,0.14
415,'2018/02/15 22:47:24:091',1,-3,-3,0.09,1,0.14
416,'2018/02/15 22:47:24:108',1,-1,-1,0.09,1,0.14
417,'2018/02/15 22:47:24:125',1,-1,-1,0.09,1,0.14
418,'2018/02/15 22:47:24:151',1,-1,-1,0.09,1,0.14
419,'2018/02/15 22:47:24:167',1,0,0,0.09,1,0.14
420,'2018/02/15 22:47:24:183',1,0,0,0.09,1,0.14
421,'2018/02/15 22:47:24:201',1,0,0,0.09,1,0.14
422,'2018/02/15 22:47:24:217',1,0,0,0.09,1,0.14
423,'2018/02/15 22:47:24:234',1,0,0,0.09,1,0.14
424,'2018/02/15 22:47:24:251',1,0,0,0.09,1,0.14
425,'2018/02/15 22:47:24:272',1,0,0,0.09,1,0.14
426,'2018/02/15 22:47:24:289',1,0,0,0.09,1,0.14
427,'2018/02/15 22:47:24:304',1,0,0,0.09,1,0.14
428,'2018/02/15 22:47:24:321',1,0,0,0.09,1,0.14
429,'2018/02/15 22:47:24:337',1,0,0,0.09,1,0.14
430,'2018/02/15 22:47:24:355',1,0,0,0.09,1,0.14
431,'2018/02/15 22:47:24:371',1,0,0,0.09,1,0.14
432,'2018/02/15 22:47:24:387',1,0,0,0.09,1,0.14
433,'2018/02/15 22:47:24:403',1,0,0,0.09,1,0.14
434,'2018/02/15 22:47:24:422',1,0,0,0.09,1,0.14
435,'2018/02/15 22:47:24:437',1,0,0,0.09,1,0.14
436,'2018/02/15 22:47:24:455',1,0,0,0.09,1,0.14
437,'2018/02/15 22:47:24:471',1,0,0,0.09,1,0.14
438,'2018/02/15 22:47:24:489',1,0,0,0.09,1,0.14
439,'2018/02/15 22:47:24:504',1,0,0,0.09,1,0.14
440,'2018/02/15 22:47:24:521',1,0,0,0.09,1,0.14
441,'2018/02/15 22:47:24:537',1,0,0,0.09,1,0.14
442,'2018/02/15 22:47:24:554',1,0,0,0.09,1,0.14
443,'2018/02/15 22:47:24:571',1,0,0,0.09,1,0.14
444,'2018/02/15 22:47:24:588',1,0,0,0.09,1,0.14
445,'2018/02/15 22:47:24:605',1,0,0,0.09,1,0.14
446,'2018/02/15 22:47:24:622',1,0,0,0.09,1,0.14
447,'2018/02/15 22:47:24:637',1,0,0,0.09,1,0.14
448,'2018/02/15 22:47:24:656',1,0,0,0.09,1,0.14
449,'2018/02/15 22:47:24:672',1,-2,-2,0.09,1,0.14
450,'2018/02/15 22:47:24:688',1,-3,-3,0.09,1,0.14
451,'2018/02/15 22:47:24:704',1,-1,-1,0.09,1,0.14
452,'2018/02/15 22:47:24:723',1,-3,-3,0.09,1,0.14
453,'2018/02/15 22:47:24:739',1,-1,-1,0.09,1,0.14
454,'2018/02/15 22:47:24:755',1,-2,-2,0.09,1,0.14
455,'2018/02/15 22:47:24:772',1,-2,-2,0.09,1,0.14
456,'2018/02/15 22:47:24:789',1,-2,-2,0.09,1,0.14
457,'2018/02/15 22:47:24:806',1,-5,-5,0.09,1,0.14
458,'2018/02/15 22:47:24:822',1,-3,-3,0.09,1,0.14
459,'2018/02/15 22:47:24:837',1,-5,-5,0.09,1,0.14
460,'2018/02/15 22:47:24:857',1,-4,-4,0.09,1,0.14
461,'2018/02/15 22:47:24:873',1,-6,-6,0.09,1,0.14
462,'2018/02/15 22:47:24:905',1,-4,-4,0.09,1,0.14
463,'2018/02/15 22:47:24:924',1,-5,-5,0.09,1,0.14
464,'2018/02/15 22:47:24:941',1,-8,-8,0.09,1,0.14
465,'2018/02/15 22:47:24:958',1,-7,-7,0.09,1,0.14
466,'2018/02/15 22:47:24:974',1,-9,-9,0.09,1,0.14
467,'2018/02/15 22:47:24:990',1,-5,-5,0.09,1,0.14
468,'2018/02/15 22:47:25:006',1,-9,-9,0.09,1,0.14
469,'2018/02/15 22:47:25:023',1,-4,-4,0.09,1,0.14
470,'2018/02/15 22:47:25:038',1,-2,-2,0.09,1,0.14
471,'2018/02/15 22:47:25:057',1,-3,-3,0.09,1,0.14
472,'2018/02/15 22:47:25:074',1,-4,-4,0.09,1,0.14
473,'2018/02/15 22:47:25:091',1,-3,-3,0.09,1,0.14
474,'2018/02/15 22:47:25:107',1,-6,-6,0.09,1,0.14
475,'2018/02/15 22:47:25:124',1,-3,-3,0.09,1,0.14
476,'2018/02/15 22:47:25:141',1,-2,-2,0.09,1,0.14
477,'2018/02/15 22:47:25:160',1,-5,-5,0.09,1,0.14
478,'2018/02/15 22:47:25:174',1,-3,-3,0.09,1,0.14
479,'2018/02/15 22:47:25:192',1,-4,-4,0.09,1,0.14
480,'2018/02/15 22:47:25:208',1,-1,-1,0.09,1,0.14
481,'2018/02/15 22:47:25:224',1,-2,-2,0.09,1,0.14
482,'2018/02/15 22:47:25:240',1,-2,-2,0.09,1,0.14
483,'2018/02/15 22:47:25:259',1,-1,-1,0.09,1,0.14
484,'2018/02/15 22:47:25:274',1,-2,-2,0.09,1,0.14
485,'2018/02/15 22:47:25:291',1,0,0,0.09,1,0.14
486,'2018/02/15 22:47:25:308',1,-2,-2,0.09,1,0.14
487,'2018/02/15 22:47:25:324',1,-2,-2,0.09,1,0.14
488,'2018/02/15 22:47:25:340',1,-1,-1,0.09,1,0.14
489,'2018/02/15 22:47:25:358',1,-2,-2,0.09,1,0.14
490,'2018/02/15 22:47:25:375',1,-1,-1,0.09,1,0.14
491,'2018/02/15 22:47:25:391',1,-1,-1,0.09,1,0.14
492,'2018/02/15 22:47:25:407',1,-1,-1,0.09,1,0.14
493,'2018/02/15 22:47:25:425',1,0,0,0.09,1,0.14
494,'2018/02/15 22:47:25:441',1,0,0,0.09,1,0.14
495,'2018/02/15 22:47:25:458',1,0,0,0.09,1,0.14
496,'2018/02/15 22:47:25:473',1,0,0,0.09,1,0.14
497,'2018/02/15 22:47:25:492',1,-1,-1,0.09,1,0.14
498,'2018/02/15 22:47:25:509',1,0,0,0.09,1,0.14
499,'2018/02/15 22:47:25:525',1,0,0,0.09,1,0.14
500,'2018/02/15 22:47:25:542',1,0,0,0.09,1,0.14
501,'2018/02/15 22:47:25:560',1,0,0,0.09,1,0.14
502,'2018/02/15 22:47:25:575',1,0,0,0.09,1,0.14
503,'2018/02/15 22:47:25:592',1,0,0,0.09,1,0.14
504,'2018/02/15 22:47:25:608',1,1,1,0.09,1,0.14
505,'2018/02/15 22:47:25:625',1,0,0,0.09,1,0.14
506,'2018/02/15 22:47:25:640',1,0,0,0.09,1,0.14
507,'2018/02/15 22:47:25:659',1,1,1,0.09,1,0.14
508,'2018/02/15 22:47:25:676',1,0,0,0.09,1,0.14
509,'2018/02/15 22:47:25:692',1,1,1,0.09,1,0.14
510,'2018/02/15 22:47:25:709',1,1,1,0.09,1,0.14
511,'2018/02/15 22:47:25:728',1,0,0,0.09,1,0.14
512,'2018/02/15 22:47:25:744',1,0,0,0.09,1,0.14
513,'2018/02/15 22:47:25:760',1,2,2,0.09,1,0.14
514,'2018/02/15 22:47:25:777',1,1,1,0.09,1,0.14
515,'2018/02/15 22:47:25:795',1,0,0,0.09,1,0.14
516,'2018/02/15 22:47:25:812',1,0,0,0.09,1,0.14
517,'2018/02/15 22:47:25:843',1,0,0,0.09,1,0.14
518,'2018/02/15 22:47:25:862',1,1,1,0.09,1,0.14
519,'2018/02/15 22:47:25:880',1,0,0,0.09,1,0.14
520,'2018/02/15 22:47:25:910',1,1,1,0.09,1,0.14
521,'2018/02/15 22:47:25:931',1,1,1,0.09,1,0.14
522,'2018/02/15 22:47:25:947',1,0,0,0.09,1,0.14
523,'2018/02/15 22:47:25:966',1,1,1,0.09,1,0.14
524,'2018/02/15 22:47:25:982',1,1,1,0.09,1,0.14
525,'2018/02/15 22:47:26:001',1,0,0,0.09,1,0.14
526,'2018/02/15 22:47:26:018',1,0,0,0.09,1,0.14
527,'2018/02/15 22:47:26:033',1,1,1,0.09,1,0.14
528,'2018/02/15 22:47:26:051',1,0,0,0.09,1,0.14
529,'2018/02/15 22:47:26:067',1,1,1,0.09,1,0.14
530,'2018/02/15 22:47:26:084',1,1,1,0.09,1,0.14
531,'2018/02/15 22:47:26:101',1,0,0,0.09,1,0.14
532,'2018/02/15 22:47:26:117',1,1,1,0.09,1,0.14
533,'2018/02/15 22:47:26:134',1,1,1,0.09,1,0.14
534,'2018/02/15 22:47:26:151',1,2,2,0.09,1,0.14
535,'2018/02/15 22:47:26:167',1,1,1,0.09,1,0.14
536,'2018/02/15 22:47:26:184',1,0,0,0.09,1,0.14
537,'2018/02/15 22:47:26:201',1,2,2,0.09,1,0.14
538,'2018/02/15 22:47:26:217',1,0,0,0.09,1,0.14
539,'2018/02/15 22:47:26:235',1,4,4,0.09,1,0.14
540,'2018/02/15 22:47:26:251',1,2,2,0.09,1,0.14
541,'2018/02/15 22:47:26:268',1,2,2,0.09,1,0.14
542,'2018/02/15 22:47:26:285',1,1,1,0.09,1,0.14
543,'2018/02/15 22:47:26:303',1,2,2,0.09,1,0.14
544,'2018/02/15 22:47:26:319',1,2,2,0.09,1,0.14
545,'2018/02/15 22:47:26:350',1,2,2,0.09,1,0.14
546,'2018/02/15 22:47:26:370',1,2,2,0.09,1,0.14
547,'2018/02/15 22:47:26:385',1,1,1,0.09,1,0.14
548,'2018/02/15 22:47:26:403',1,2,2,0.09,1,0.14
549,'2018/02/15 22:47:26:418',1,2,2,0.09,1,0.14
550,'2018/02/15 22:47:26:437',1,0,0,0.09,1,0.14
551,'2018/02/15 22:47:26:452',1,1,1,0.09,1,0.14
552,'2018/02/15 22:47:26:470',1,0,0,0.09,1,0.14
553,'2018/02/15 22:47:26:485',1,2,2,0.09,1,0.14
554,'2018/02/15 22:47:26:502',1,0,0,0.09,1,0.14
555,'2018/02/15 22:47:26:518',1,2,2,0.09,1,0.14
556,'2018/02/15 22:47:26:536',1,0,0,0.09,1,0.14
557,'2018/02/15 22:47:26:560',1,0,0,0.09,1,0.14
558,'2018/02/15 22:47:26:576',1,0,0,0.09,1,0.14
559,'2018/02/15 22:47:26:593',1,0,0,0.09,1,0.14
560,'2018/02/15 22:47:26:608',1,0,0,0.09,1,0.14
561,'2018/02/15 22:47:26:627',1,0,0,0.09,1,0.14
562,'2018/02/15 22:47:26:652',1,0,0,0.09,1,0.14
563,'2018/02/15 22:47:26:676',1,0,0,0.09,1,0.14
564,'2018/02/15 22:47:26:692',1,0,0,0.09,1,0.14
565,'2018/02/15 22:47:26:708',1,0,0,0.09,1,0.14
566,'2018/02/15 22:47:26:724',1,0,0,0.09,1,0.14
567,'2018/02/15 22:47:26:743',1,0,0,0.09,1,0.14
568,'2018/02/15 22:47:26:760',1,0,0,0.09,1,0.14
569,'2018/02/15 22:47:26:776',1,0,0,0.09,1,0.14
570,'2018/02/15 22:47:26:792',1,0,0,0.09,1,0.14
571,'2018/02/15 22:47:26:810',1,0,0,0.09,1,0.14
572,'2018/02/15 22:47:26:826',1,0,0,0.09,1,0.14
573,'2018/02/15 22:47:26:843',1,0,0,0.09,1,0.14
574,'2018/02/15 22:47:26:858',1,0,0,0.09,1,0.14
575,'2018/02/15 22:47:26:877',1,0,0,0.09,1,0.14
576,'2018/02/15 22:47:26:892',1,0,0,0.09,1,0.14
577,'2018/02/15 22:47:26:910',1,0,0,0.09,1,0.14
578,'2018/02/15 22:47:26:926',1,0,0,0.09,1,0.14
579,'2018/02/15 22:47:26:942',1,0,0,0.09,1,0.14
580,'2018/02/15 22:47:26:958',1,0,0,0.09,1,0.14
581,'2018/02/15 22:47:26:974',1,0,0,0.09,1,0.14
582,'2018/02/15 22:47:26:990',1,0,0,0.09,1,0.14
583,'2018/02/15 22:47:27:009',1,0,0,0.09,1,0.14
584,'2018/02/15 22:47:27:025',1,0,0,0.09,1,0.14
585,'2018/02/15 22:47:27:042',1,0,0,0.09,1,0.14
586,'2018/02/15 22:47:27:057',1,0,0,0.09,1,0.14
587,'2018/02/15 22:47:27:075',1,0,0,0.09,1,0.14
588,'2018/02/15 22:47:27:092',1,0,0,0.09,1,0.14
589,'2018/02/15 22:47:27:108',1,0,0,0.09,1,0.14
590,'2018/02/15 22:47:27:124',1,0,0,0.09,1,0.14
591,'2018/02/15 22:47:27:143',1,0,0,0.09,1,0.14
592,'2018/02/15 22:47:27:158',1,0,0,0.09,1,0.14
593,'2018/02/15 22:47:27:178',1,0,0,0.09,1,0.14
594,'2018/02/15 22:47:27:193',1,0,0,0.09,1,0.14
595,'2018/02/15 22:47:27:210',1,0,0,0.09,1,0.14
596,'2018/02/15 22:47:27:226',1,0,0,0.09,1,0.14
597,'2018/02/15 22:47:27:258',1,0,0,0.09,1,0.14
598,'2018/02/15 22:47:27:278',1,0,0,0.09,1,0.14
599,'2018/02/15 22:47:27:303',1,0,0,0.09,1,0.14
600,'2018/02/15 22:47:27:319',1,0,0,0.09,1,0.14
601,'2018/02/15 22:47:27:336',1,0,0,0.09,1,0.14
602,'2018/02/15 22:47:27:351',1,0,0,0.09,1,0.14
603,'2018/02/15 22:47:27:369',1,0,0,0.09,1,0.14
604,'2018/02/15 22:47:27:386',1,0,0,0.09,1,0.14
605,'2018/02/15 22:47:27:402',1,0,0,0.09,1,0.14
606,'2018/02/15 22:47:27:419',1,0,0,0.09,1,0.14
607,'2018/02/15 22:47:27:437',1,0,0,0.09,1,0.14
608,'2018/02/15 22:47:27:454',1,0,0,0.09,1,0.14
609,'2018/02/15 22:47:27:485',1,0,0,0.09,1,0.14
610,'2018/02/15 22:47:27:502',1,0,0,0.09,1,0.14
611,'2018/02/15 22:47:27:518',1,0,0,0.09,1,0.14
612,'2018/02/15 22:47:27:535',1,0,0,0.09,1,0.14
613,'2018/02/15 22:47:27:551',1,0,0,0.09,1,0.14
614,'2018/02/15 22:47:27:567',1,0,0,0.09,1,0.14
615,'2018/02/15 22:47:27:583',1,0,0,0.09,1,0.14
616,'2018/02/15 22:47:27:601',1,0,0,0.09,1,0.14
617,'2018/02/15 22:47:27:616',1,0,0,0.09,1,0.14
618,'2018/02/15 22:48:04:757',2,0,0,1,0.79,0.81
619,'2018/02/15 22:48:04:774',2,0,0,1,0.79,0.81
620,'2018/02/15 22:48:04:791',2,0,0,1,0.79,0.81
621,'2018/02/15 22:48:04:807',2,0,0,1,0.79,0.81
622,'2018/02/15 22:48:04:824',2,0,0,1,0.79,0.81
623,'2018/02/15 22:48:04:841',2,0,0,1,0.79,0.81
624,'2018/02/15 22:48:04:857',2,0,0,1,0.79,0.81
625,'2018/02/15 22:48:04:874',2,0,0,1,0.79,0.81
626,'2018/02/15 22:48:04:891',2,0,0,1,0.79,0.81
627,'2018/02/15 22:48:04:906',2,0,0,1,0.79,0.81
628,'2018/02/15 22:48:04:924',2,0,0,1,0.79,0.81
629,'2018/02/15 22:48:04:941',2,0,0,1,0.79,0.81
630,'2018/02/15 22:48:04:957',2,0,0,1,0.79,0.81
631,'2018/02/15 22:48:04:974',2,0,0,1,0.79,0.81
632,'2018/02/15 22:48:04:991',2,0,0,1,0.79,0.81
633,'2018/02/15 22:48:05:007',2,0,0,1,0.79,0.81
634,'2018/02/15 22:48:05:024',2,0,0,1,0.79,0.81
635,'2018/02/15 22:48:05:041',2,0,0,1,0.79,0.81
636,'2018/02/15 22:48:05:057',2,0,0,1,0.79,0.81
637,'2018/02/15 22:48:05:073',2,0,0,1,0.79,0.81
638,'2018/02/15 22:48:05:090',2,0,0,1,0.79,0.81
639,'2018/02/15 22:48:05:107',2,0,0,1,0.79,0.81
640,'2018/02/15 22:48:05:123',2,0,0,1,0.79,0.81
641,'2018/02/15 22:48:05:140',2,0,0,1,0.79,0.81
642,'2018/02/15 22:48:05:157',2,0,0,1,0.79,0.81
643,'2018/02/15 22:48:05:174',2,0,0,1,0.79,0.81
644,'2018/02/15 22:48:05:191',2,0,0,1,0.79,0.81
645,'2018/02/15 22:48:05:207',2,0,0,1,0.79,0.81
646,'2018/02/15 22:48:05:223',2,0,0,1,0.79,0.81
647,'2018/02/15 22:48:05:241',2,0,0,1,0.79,0.81
648,'2018/02/15 22:48:05:257',2,0,0,1,0.79,0.81
649,'2018/02/15 22:48:05:273',2,0,0,1,0.79,0.81
650,'2018/02/15 22:48:05:290',2,0,0,1,0.79,0.81
651,'2018/02/15 22:48:05:307',2,0,0,1,0.79,0.81
652,'2018/02/15 22:48:05:323',2,0,0,1,0.79,0.81
653,'2018/02/15 22:48:05:340',2,0,0,1,0.79,0.81
654,'2018/02/15 22:48:05:357',2,0,0,1,0.79,0.81
655,'2018/02/15 22:48:05:373',2,0,0,1,0.79,0.81
656,'2018/02/15 22:48:05:390',2,0,0,1,0.79,0.81
657,'2018/02/15 22:48:05:407',2,0,0,1,0.79,0.81
658,'2018/02/15 22:48:05:424',2,0,0,1,0.79,0.81
659,'2018/02/15 22:48:05:441',2,0,0,1,0.79,0.81
660,'2018/02/15 22:48:05:457',2,0,0,1,0.79,0.81
661,'2018/02/15 22:48:05:474',2,0,0,1,0.79,0.81
662,'2018/02/15 22:48:05:490',2,0,0,1,0.79,0.81
663,'2018/02/15 22:48:05:507',2,0,0,1,0.79,0.81
664,'2018/02/15 22:48:05:524',2,0,0,1,0.79,0.81
665,'2018/02/15 22:48:05:541',2,0,0,1,0.79,0.81
666,'2018/02/15 22:48:05:557',2,0,0,1,0.79,0.81
667,'2018/02/15 22:48:05:573',2,0,0,1,0.79,0.81
668,'2018/02/15 22:48:05:591',2,0,0,1,0.79,0.81
669,'2018/02/15 22:48:05:607',2,0,0,1,0.79,0.81
670,'2018/02/15 22:48:05:624',2,0,0,1,0.79,0.81
671,'2018/02/15 22:48:05:640',2,0,0,1,0.79,0.81
672,'2018/02/15 22:48:05:657',2,0,0,1,0.79,0.81
673,'2018/02/15 22:48:05:674',2,0,0,1,0.79,0.81
674,'2018/02/15 22:48:05:691',2,0,0,1,0.79,0.81
675,'2018/02/15 22:48:05:707',2,0,0,1,0.79,0.81
676,'2018/02/15 22:48:05:724',2,0,0,1,0.79,0.81
677,'2018/02/15 22:48:05:742',2,0,0,1,0.79,0.81
678,'2018/02/15 22:48:05:758',2,12,12,1,0.79,0.81
679,'2018/02/15 22:48:05:774',2,34,34,1,0.79,0.81
680,'2018/02/15 22:48:05:791',2,13,13,1,0.79,0.81
681,'2018/02/15 22:48:05:809',2,33,33,1,0.79,0.81
682,'2018/02/15 22:48:05:827',2,38,38,1,0.79,0.81
683,'2018/02/15 22:48:05:843',2,54,54,1,0.79,0.81
684,'2018/02/15 22:48:05:860',2,10,10,1,0.79,0.81
685,'2018/02/15 22:48:05:875',2,14,14,1,0.79,0.81
686,'2018/02/15 22:48:05:894',2,13,13,1,0.79,0.81
687,'2018/02/15 22:48:05:911',2,10,10,1,0.79,0.81
688,'2018/02/15 22:48:05:942',2,2,2,1,0.79,0.81
689,'2018/02/15 22:48:05:962',2,-24,-24,1,0.79,0.81
690,'2018/02/15 22:48:05:978',2,-64,-64,1,0.79,0.81
691,'2018/02/15 22:48:05:994',2,-65,-65,1,0.79,0.81
692,'2018/02/15 22:48:06:010',2,-100,-100,1,0.79,0.81
693,'2018/02/15 22:48:06:030',2,-98,-98,1,0.79,0.81
694,'2018/02/15 22:48:06:046',2,-72,-72,1,0.79,0.81
695,'2018/02/15 22:48:06:062',2,-8,-8,1,0.79,0.81
696,'2018/02/15 22:48:06:079',2,-2,-2,1,0.79,0.81
697,'2018/02/15 22:48:06:097',2,3,3,1,0.79,0.81
698,'2018/02/15 22:48:06:112',2,53,53,1,0.79,0.81
699,'2018/02/15 22:48:06:130',2,35,35,1,0.79,0.81
700,'2018/02/15 22:48:06:146',2,28,28,1,0.79,0.81
701,'2018/02/15 22:48:06:164',2,30,30,1,0.79,0.81
702,'2018/02/15 22:48:06:180',2,42,42,1,0.79,0.81
703,'2018/02/15 22:48:06:197',2,45,45,1,0.79,0.81
704,'2018/02/15 22:48:06:214',2,115,115,1,0.79,0.81
705,'2018/02/15 22:48:06:230',2,103,103,1,0.79,0.81
706,'2018/02/15 22:48:06:247',2,77,77,1,0.79,0.81
707,'2018/02/15 22:48:06:265',2,32,32,1,0.79,0.81
708,'2018/02/15 22:48:06:280',2,12,12,1,0.79,0.81
709,'2018/02/15 22:48:06:297',2,0,0,1,0.79,0.81
710,'2018/02/15 22:48:06:312',2,-14,-14,1,0.79,0.81
711,'2018/02/15 22:48:06:332',2,-66,-66,1,0.79,0.81
712,'2018/02/15 22:48:06:348',2,-132,-132,1,0.79,0.81
713,'2018/02/15 22:48:06:379',2,-128,-128,1,0.79,0.81
714,'2018/02/15 22:48:06:398',2,-201,-201,1,0.79,0.81
715,'2018/02/15 22:48:06:415',2,-56,-56,1,0.79,0.81
716,'2018/02/15 22:48:06:431',2,-30,-30,1,0.79,0.81
717,'2018/02/15 22:48:06:447',2,-8,-8,1,0.79,0.81
718,'2018/02/15 22:48:06:464',2,-1,-1,1,0.79,0.81
719,'2018/02/15 22:48:06:480',2,7,7,1,0.79,0.81
720,'2018/02/15 22:48:06:500',2,20,20,1,0.79,0.81
721,'2018/02/15 22:48:06:516',2,44,44,1,0.79,0.81
722,'2018/02/15 22:48:06:532',2,40,40,1,0.79,0.81
723,'2018/02/15 22:48:06:549',2,58,58,1,0.79,0.81
724,'2018/02/15 22:48:06:567',2,101,101,1,0.79,0.81
725,'2018/02/15 22:48:06:584',2,166,166,1,0.79,0.81
726,'2018/02/15 22:48:06:600',2,86,86,1,0.79,0.81
727,'2018/02/15 22:48:06:616',2,78,78,1,0.79,0.81
728,'2018/02/15 22:48:06:640',2,17,17,1,0.79,0.81
729,'2018/02/15 22:48:06:657',2,13,13,1,0.79,0.81
730,'2018/02/15 22:48:06:674',2,-7,-7,1,0.79,0.81
731,'2018/02/15 22:48:06:691',2,-36,-36,1,0.79,0.81
732,'2018/02/15 22:48:06:707',2,-73,-73,1,0.79,0.81
733,'2018/02/15 22:48:06:724',2,0,0,1,0.79,0.81
734,'2018/02/15 22:48:06:740',2,-331,-331,1,0.79,0.81
735,'2018/02/15 22:48:06:757',2,0,0,1,0.79,0.81
736,'2018/02/15 22:48:06:774',2,-165,-165,1,0.79,0.81
737,'2018/02/15 22:48:06:791',2,0,0,1,0.79,0.81
738,'2018/02/15 22:48:06:807',2,-39,-39,1,0.79,0.81
739,'2018/02/15 22:48:06:824',2,0,0,1,0.79,0.81
740,'2018/02/15 22:48:06:840',2,79,79,1,0.79,0.81
741,'2018/02/15 22:48:06:857',2,0,0,1,0.79,0.81
742,'2018/02/15 22:48:06:873',2,31,31,1,0.79,0.81
743,'2018/02/15 22:48:06:890',2,56,56,1,0.79,0.81
744,'2018/02/15 22:48:06:907',2,117,117,1,0.79,0.81
745,'2018/02/15 22:48:06:923',2,101,101,1,0.79,0.81
746,'2018/02/15 22:48:06:941',2,95,95,1,0.79,0.81
747,'2018/02/15 22:48:06:957',2,85,85,1,0.79,0.81
748,'2018/02/15 22:48:06:974',2,95,95,1,0.79,0.81
749,'2018/02/15 22:48:06:990',2,33,33,1,0.79,0.81
750,'2018/02/15 22:48:07:007',2,7,7,1,0.79,0.81
751,'2018/02/15 22:48:07:024',2,-1,-1,1,0.79,0.81
752,'2018/02/15 22:48:07:041',2,-51,-51,1,0.79,0.81
753,'2018/02/15 22:48:07:057',2,-60,-60,1,0.79,0.81
754,'2018/02/15 22:48:07:074',2,-125,-125,1,0.79,0.81
755,'2018/02/15 22:48:07:090',2,-153,-153,1,0.79,0.81
756,'2018/02/15 22:48:07:107',2,-175,-175,1,0.79,0.81
757,'2018/02/15 22:48:07:124',2,0,0,1,0.79,0.81
758,'2018/02/15 22:48:07:140',2,-41,-41,1,0.79,0.81
759,'2018/02/15 22:48:07:157',2,0,0,1,0.79,0.81
760,'2018/02/15 22:48:07:174',2,24,24,1,0.79,0.81
761,'2018/02/15 22:48:07:191',2,31,31,1,0.79,0.81
762,'2018/02/15 22:48:07:207',2,63,63,1,0.79,0.81
763,'2018/02/15 22:48:07:223',2,44,44,1,0.79,0.81
764,'2018/02/15 22:48:07:240',2,104,104,1,0.79,0.81
765,'2018/02/15 22:48:07:257',2,0,0,1,0.79,0.81
766,'2018/02/15 22:48:07:274',2,72,72,1,0.79,0.81
767,'2018/02/15 22:48:07:291',2,40,40,1,0.79,0.81
768,'2018/02/15 22:48:07:310',2,112,112,1,0.79,0.81
769,'2018/02/15 22:48:07:327',2,34,34,1,0.79,0.81
770,'2018/02/15 22:48:07:359',2,9,9,1,0.79,0.81
771,'2018/02/15 22:48:07:376',2,-10,-10,1,0.79,0.81
772,'2018/02/15 22:48:07:393',2,-29,-29,1,0.79,0.81
773,'2018/02/15 22:48:07:412',2,-27,-27,1,0.79,0.81
774,'2018/02/15 22:48:07:428',2,-142,-142,1,0.79,0.81
775,'2018/02/15 22:48:07:444',2,-129,-129,1,0.79,0.81
776,'2018/02/15 22:48:07:460',2,-119,-119,1,0.79,0.81
777,'2018/02/15 22:48:07:479',2,-69,-69,1,0.79,0.81
778,'2018/02/15 22:48:07:495',2,-19,-19,1,0.79,0.81
779,'2018/02/15 22:48:07:512',2,2,2,1,0.79,0.81
780,'2018/02/15 22:48:07:528',2,3,3,1,0.79,0.81
781,'2018/02/15 22:48:07:547',2,7,7,1,0.79,0.81
782,'2018/02/15 22:48:07:562',2,55,55,1,0.79,0.81
783,'2018/02/15 22:48:07:581',2,34,34,1,0.79,0.81
784,'2018/02/15 22:48:07:596',2,86,86,1,0.79,0.81
785,'2018/02/15 22:48:07:615',2,82,82,1,0.79,0.81
786,'2018/02/15 22:48:07:631',2,126,126,1,0.79,0.81
787,'2018/02/15 22:48:07:647',2,66,66,1,0.79,0.81
788,'2018/02/15 22:48:07:664',2,50,50,1,0.79,0.81
789,'2018/02/15 22:48:07:684',2,25,25,1,0.79,0.81
790,'2018/02/15 22:48:07:700',2,14,14,1,0.79,0.81
